name,composition,uses,side_effects,category,manufacturer,requires_prescription,is_otc,symptom_keywords,recommendation_note,price,stock,image_url,source_url
Acucel,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Ingin tau Gentamicin obat apa, cari tau Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-s",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-kulit/acucel
Acyclovir,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/brOQl8UnnIiRn9RuVN0cu/original/OBT0005058.jpg,https://www.klikdokter.com/obat/obat-kulit/acyclovir
Acyfote,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/acyfote
Adalat,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/DKP4a8GIWFqybu5q92Wcy/original/041021700_1607930712-Kesamaan-Hipertensi-dan-Diabetes-by-pressfoto-Freepik.jpg,https://www.klikdokter.com/obat/obat-hipertensi/adalat
Adalat Oros,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/hBXdJgQXLmMKxAMkuF1UH/original/9ns9pu3cymvpchwwsazcpe3okotwkjeh.png,https://www.klikdokter.com/obat/obat-hipertensi/adalat-oros
Adant Dispo,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/adant-dispo
Addawa On,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/addawa-on
Addawa Pegagan,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/addawa-pegagan
Addawa Sambiloto,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/addawa-sambiloto
Addawa Temulawak,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/addawa-temulawak
Adecco,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-diabetes/adecco
Adefovir,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/7VWSl_eCjBROCBeFSVrBK/original/044983700_1499836479-Menguak-Fakta-di-Balik-Mitos-Penyakit-Hepatitis-B.jpg,https://www.klikdokter.com/obat/obat-antivirus/adefovir
Adem Pil,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/adem-pil
Adem Sari,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Mulut & Tenggorokan,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/pAXcnHz7hn0dUIgy5mC4y/original/031245100_1577233788-Cara-Atasi-Sariawan-dengan-Resep-Alami-dari-Dapur-Anda-Shutterstock_518376937.jpg,https://www.klikdokter.com/obat/obat-mulut-dan-tenggorokan/adem-sari
Adineuron,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/adineuron
Aditusin,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Rhinos SR adalah obat untuk meredakan berbagai gejala terkait rhinitis alergi seperti bersin, hidung tersumbat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan manfaat lainnya disini."",""meta_robots_index"":""index"",""meta_robots_follow"":""fol",Konsultasikan dengan dokter,Flu & Pilek,,False,True,alergi,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/aditusin
Adlansis,,", Dosis, dan Efek Samping"",""meta_description"":""Promag adalah yang digunakan untuk menetralisir kelebihan asam lambung. Promag mengandung hydrotalcite, magnesium hidroksida dan simethicone, "",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,lambung,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/adlansis
Adona (AC-17),,", Dosis, dan Efek Samping"",""meta_description"":""Leucogen adalah obat dengan kandungan filgrastim yang digunakan untuk mengurangi gejala infeksi yang disebabkan oleh kekurangan jumlah neutrofil dalam darah."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishi",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,infeksi,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-darah/adona-ac-17
Adona Forte,,", Dosis, dan Efek Samping"",""meta_description"":""Leucogen adalah obat dengan kandungan filgrastim yang digunakan untuk mengurangi gejala infeksi yang disebabkan oleh kekurangan jumlah neutrofil dalam darah."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishi",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,infeksi,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-darah/adona-forte
Adrome,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/AZTQePntY75v-MUP4pfak/original/c3gvqc66po6910619pch30qb67prvx5z.png,https://www.klikdokter.com/obat/obat-gangguan-darah/adrome
Aerius,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/tIT4IGsChp83x961HPomL/original/075315500_1597143572-Vitamin-D-Bisakah-Atasi-Kulit-Gatal-shutterstock_1233215578.jpg,https://www.klikdokter.com/obat/obat-alergi/aerius
Aerius D-12,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/aerius-d-12
Aerrane,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-anestesi/aerrane
Afamed,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/afamed
Afiabumin,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/afiabumin
Afiafit,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/afiafit
Afiafit Slim,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/afiafit-slim
Afiagin,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/afiagin
Afiamaagh,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/afiamaagh
Afiamorinda,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/afiamorinda
Afiapro,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/afiapro
Afibramol,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/afibramol
Aficitrin,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Combantrin; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.ama",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-cacing/aficitrin
Afidol,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Sanmol adalah obat yang mengandung paracetamol. Sanmol digunakan untuk mengobati demam dan meringankan sakit gigi serta meredakan sakit kepala."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publis",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,demam; sakit kepala,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-demam/afidol
Afidryl Expectorant,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Rhinos SR adalah obat untuk meredakan berbagai gejala terkait rhinitis alergi seperti bersin, hidung tersumbat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan manfaat lainnya disini."",""meta_robots_index"":""index"",""meta_robots_follow"":""fol",Konsultasikan dengan dokter,Flu & Pilek,,False,True,alergi,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/afidryl-expectorant
Afiflex,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/afiflex
Afitamol,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Sanmol adalah obat yang mengandung paracetamol. Sanmol digunakan untuk mengobati demam dan meringankan sakit gigi serta meredakan sakit kepala."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publis",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,demam; sakit kepala,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-demam/afitamol
Afitson,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/T1GGqbmAHhEox1yHEB6kU/original/OTS0019053.jpg,https://www.klikdokter.com/obat/minyak-angin-dan-balsam/afitson
Aflucaps,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/aflucaps
Afolat,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/0kL33C1AQT00b4Qp4Ushm/original/1669706726-Afolat.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/afolat
Afomix,,", Dosis &amp; Cara Penggunaan, Cara penyimpanan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara penggunaan, cara penyimpanan, efek sampin",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/susu-dan-nutrisi/afomix
Afrin,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/afrin
Afrin Drop,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/afrin-drop
Afucid,,", Dosis &amp; Cara minum, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,", dosis &amp; cara minum, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-kulit/afucid
Agarillus Drop,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/agarillus-drop
